Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2016-05-10 ;116 ;Lofoten ;EspenN@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-10 ;117 ;Trollheimen ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-10 ;118 ;Romsdal ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-10 ;119 ;Sunnmøre ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-10 ;121 ;Fjordane ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-10 ;122 ;Sogn ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high temperatures may result in natural avalanche activity.
2016-05-10 ;123 ;Jotunheimen ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Persistent weak layer in alpine areas.
2016-05-10 ;124 ;Voss ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-10 ;127 ;Røldal ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-10 ;128 ;Rauland ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high temperatures may result in natural avalanche activity.
2016-05-10 ;129 ;Tamokdalen ;EspenN@NVE ;2 ;2 Moderate  ;A bit hallenging conditions due to different avalanche problems. Wet snow found in lower elevations. Conservative terrain choice is essential on freshly loaded storm slabs in the alpine.
2016-05-10 ;130 ;Nordenskioldland ;jostein@nve ;2 ;2 Moderate  ;There is a persistent weak layer buried in the snow cover that may be triggered by a skier or snowmobile. Remote triggering possible on hotspots or on convex terrain where the snow cover is thin. Wind slabs in the alpine may also form avalanches.
2016-05-10 ;131 ;Svartisen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-10 ;132 ;Hallingdal ;jostein@nve ;2 ;2 Moderate  ;Wet natural avalanches possible. Be careful in avalanche release and run out areas.
2016-05-10 ;133 ;Salten ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions at higher elveations and where the snow pack is soaked. Otherwise generally stable conditions.
2016-05-11 ;106 ;Alta ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine
2016-05-11 ;107 ;Kåfjord ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine.
2016-05-11 ;108 ;Tromsø ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine.
2016-05-11 ;109 ;Balsfjord ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine.
2016-05-11 ;110 ;Senja ;HåvardT@met ;1 ;1 Low  ;Be careful in steep terrain with fresh wind deposited snow in the alpine.
2016-05-11 ;111 ;Lyngsalpan ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine
2016-05-11 ;112 ;Bardu ;EspenN@NVE ;1 ;1 Low  ;Generally stable avalanche conditions, but the danger for small wet avalanches increases as the temperature rises. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-11 ;114 ;Narvik ;EspenN@NVE ;1 ;1 Low  ;Generally stable avalanche conditions, but the danger for small wet avalanches increases as the temperature rises. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-11 ;115 ;Vesterålen ;EspenN@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-11 ;116 ;Lofoten ;EspenN@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-11 ;117 ;Trollheimen ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-11 ;118 ;Romsdal ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-11 ;119 ;Sunnmøre ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-11 ;121 ;Fjordane ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-11 ;122 ;Sogn ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Persistent weak layer in alpine areas.
2016-05-11 ;123 ;Jotunheimen ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Persistent weak layer in alpine areas.
2016-05-11 ;124 ;Voss ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-11 ;127 ;Røldal ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-11 ;128 ;Rauland ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high temperatures may result in natural avalanche activity.
2016-05-11 ;129 ;Tamokdalen ;EspenN@NVE ;1 ;1 Low  ;Generally stable avalanche conditions, but the danger for small wet avalanches increases as the temperature rises. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-11 ;130 ;Nordenskioldland ;jostein@nve ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Buried surface hoar is a problem in some locations.
2016-05-11 ;131 ;Svartisen ;EspenN@NVE ;1 ;1 Low  ;Locally unstable conditions at higher elveations and where the snow pack is soaked. Otherwise generally stable conditions.
2016-05-11 ;132 ;Hallingdal ;jostein@nve ;2 ;2 Moderate  ;Wet natural avalanches possible. Be careful in avalanche release and run out areas.
2016-05-11 ;133 ;Salten ;EspenN@NVE ;1 ;1 Low  ;Locally unstable conditions at higher elveations and where the snow pack is soaked. Otherwise generally stable conditions.
2016-05-12 ;106 ;Alta ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine
2016-05-12 ;107 ;Kåfjord ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine.
2016-05-12 ;108 ;Tromsø ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine.
2016-05-12 ;109 ;Balsfjord ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine.
2016-05-12 ;110 ;Senja ;HåvardT@met ;1 ;1 Low  ;Be careful in steep terrain with fresh wind deposited snow in the alpine.
2016-05-12 ;111 ;Lyngsalpan ;HåvardT@met ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain with fresh storm slabs in the alpine
2016-05-12 ;112 ;Bardu ;EspenN@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-12 ;114 ;Narvik ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-12 ;115 ;Vesterålen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-12 ;116 ;Lofoten ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-12 ;117 ;Trollheimen ;solveig@NVE ;2 ;2 Moderate  ;Possibly wet avalanches early in the day, lower danger when the temperature goes down.
2016-05-12 ;118 ;Romsdal ;solveig@NVE ;2 ;2 Moderate  ;Possibly wet avalanches early in the day, lower danger when the temperature goes down.
2016-05-12 ;119 ;Sunnmøre ;solveig@NVE ;2 ;2 Moderate  ;Possibly wet avalanches early in the day, lower danger when the temperature goes down.
2016-05-12 ;121 ;Fjordane ;solveig@NVE ;2 ;2 Moderate  ;Possibly wet avalanches especially early in the day, lower danger when the temperature goes down.
2016-05-12 ;122 ;Sogn ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Persistent weak layer in alpine areas.
2016-05-12 ;123 ;Jotunheimen ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Persistent weak layer in alpine areas.
2016-05-12 ;124 ;Voss ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-12 ;127 ;Røldal ;solveig@NVE ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches is possible.
2016-05-12 ;128 ;Rauland ;jostein@nve ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity. Both wet slabs and loose wet avalanches are possible.
2016-05-12 ;129 ;Tamokdalen ;EspenN@NVE ;1 ;1 Low  ;Generally stable avalanche conditions, but the danger for small wet avalanches increases as the temperature rises. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-12 ;130 ;Nordenskioldland ;jostein@nve ;3 ;3 Considerable  ;Challenging conditions, large local differences in precipitation and wind. Storm slab can form directly on crust layer and areas with buried layer of surface hoar.
2016-05-12 ;131 ;Svartisen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions at higher elveations and where the snow pack is soaked. Otherwise generally stable conditions.
2016-05-12 ;132 ;Hallingdal ;jostein@nve ;2 ;2 Moderate  ;Wet natural avalanches possible. Be careful in avalanche release and run out areas.
2016-05-12 ;133 ;Salten ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-13 ;106 ;Alta ;HåvardT@met ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity.
2016-05-13 ;107 ;Kåfjord ;HåvardT@met ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity.
2016-05-13 ;108 ;Tromsø ;HåvardT@met ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-13 ;109 ;Balsfjord ;HåvardT@met ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-13 ;110 ;Senja ;HåvardT@met ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-13 ;111 ;Lyngsalpan ;HåvardT@met ;2 ;2 Moderate  ;Solar radiation and high day temperatures may result in natural avalanche activity.
2016-05-13 ;112 ;Bardu ;EspenN@NVE ;1 ;1 Low  ;Favorable conditions. But remember that small avalanches can be dangerous in terrain traps.
2016-05-13 ;114 ;Narvik ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-13 ;115 ;Vesterålen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-13 ;116 ;Lofoten ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2016-05-13 ;117 ;Trollheimen ;solveig@NVE ;1 ;1 Low  ;Some new snow, but generally stable conditions. Small wind slabs in isolated areas in the inner parts of the region are possible, but not likely. Avoid areas under glide cracks. Glide avalanches are possible.
