Antall;Faregrad;Skredproblem;Skredutløser;Svakt lag;Skredtype;Hovedbudskap norsk
1;Fg3 (1);Vedvarende svakt lag (1), Nysnøflak (1), Våte flakskred (1);Liten tilleggsbelastning (2), Naturlig utløst (1);Nedsnødd eller nedføyket kantkornet snø (1), Nedføyket svakt lag med nysnø (1), Opphopning av vann i/over lag i snødekket (1);Tørre flakskred (2), Våte flakskred (1);OPPDATERT VARSEL: Nysnø og vind gir ustabile gir ustabile nysnøflak som kan løse ut på nedsnødd svakt lag med kantkorn.;There is a persistent weak layer buried in the snow cover that may be triggered by a skier or snowmobile. Remote triggering possible on hotspots or on convex terrain where the snow cover is thin. Increasing temperatures can give wet avalanches. Wind slabs in the alpine may also form avalanches.
3;Fg4 (3);Nysnøflak (3), Våte flakskred (2);Naturlig utløst (5);Nedføyket svakt lag med nysnø (3), Opphopning av vann i/over lag i snødekket (2);Tørre flakskred (3), Våte flakskred (2);Omfattende ustabile forhold pga. store nysnømengder og vind. Naturlig utløste skred forventes. Unngå skredterreng.;Dangerous avalanche conditions due to large amounts of new snow and strong winds. Natural avalanches are likely. Avoid avalanche terrain.
1;Fg4 (1);Fokksnø (1), Vedvarende svakt lag (1);Naturlig utløst (2);Nedføyket svakt lag med nysnø (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Omfattende ustabile forhold på grunn av store nysnø mengder og vind. Naturlig utløste skred ventes. Unngå skredterreng og utløpsområder.;Dangerous avalanche conditions due to large amounts of new snow and strong winds. Natural avalanches are likely. Avoid avalanche terrain and run-out zones.
6;Fg4 (6);Vedvarende svakt lag (6), Nysnøflak (6);Naturlig utløst (11), Liten tilleggsbelastning (1);Kantkornet snø under skarelag (6), Nedføyket svakt lag med nysnø (6);Tørre flakskred (12);Omfattende ustabile forhold på grunn av store nysnømengder og vind. Naturlig utløste skred ventes. Unngå skredterreng.;Dangerous avalanche conditions due to large amounts of new snow and strong winds. Natural avalanches are likely. Avoid avalanche terrain.
2;Fg4 (2);Våte flakskred (2), Nysnøflak (2);Naturlig utløst (2), Liten tilleggsbelastning (2);Nedføyket svakt lag med nysnø (2), Kantkornet snø under skarelag (1), Nedsnødd eller nedføyket kantkornet snø (1);Våte flakskred (2), Tørre flakskred (2);Omfattende ustabile forhold. Mange middels store og noen store naturlig utløste skred forventes. Hold avstand fra utløsnings-og utløpsområder for snøskred.;Very dangerous avalanche conditions. Travel in avalanche terrain not recommended. We expect intense wet slab activity around and below treeline. Wind slabs can be easily triggered in the alpine.
1;Fg2 (1);Fokksnø (1);Liten tilleggsbelastning (1);Dårlig binding mellom lag i fokksnøen (1);Tørre flakskred (1);Oppdatering lørdag: Mindre flak av fokksnø kan utløses enkelte steder. Utbredelsen er begrenset da det generelt er lite snø i fjellet.;Update saturday: Smaller slabs of wind deposited snow can be triggered in isolated features.
4;Fg1 (4);Nysnøflak (8);Stor tilleggsbelastning (8);Nedføyket svakt lag med nysnø (4), Dårlig binding mellom glatt skare og overliggende snø (4);Tørre flakskred (8);Oppdatering onsdag morgen. Generelt stabile forhold. Enkelte steder kan nysnøen ha samlet seg til ustabile flak.;Use caution on recently loaded slopes. A weak interface between the new snow and the dec. 20 melt/freeze crust may be present on specific terrain.
1;Fg3 (1);Vedvarende svakt lag (1), Nysnøflak (1);Stor tilleggsbelastning (1), Liten tilleggsbelastning (1);Nedsnødd eller nedføyket kantkornet snø (1), Nedføyket svakt lag med nysnø (1);Tørre flakskred (2);Oppdatering tirsdag: Krevende forhold. Skred løses lettest ut der snødekket er tynt og over konvekse formasjoner. Fjernutløsning fra slakere terreng er mulig.;Complex situation with persistant weak layers. Avalanches are triggered most easily where the snow pack is thin, typically close to ridges and on convex formations. Remote triggering from less steep terrain is possible.
1;Fg2 (1);Fokksnø (1);Liten tilleggsbelastning (1);Nedføyket svakt lag med nysnø (1);Tørre flakskred (1);Oppdatert mandag: Vær forsiktig der det ligger fersk fokksnø, ellers stabile forhold.;Updated monday: Be aware of isolated wind slabs, otherwise stable conditions.
1;Fg3 (1);Fokksnø (1);Liten tilleggsbelastning (1);Nedføyket svakt lag med nysnø (1);Tørre flakskred (1);Oppdatert tirsdag morgen. Generelt ustabile forhold, særlig i høyden. Vær varsom i leområder med fersk fokksnø.;Updated tuesday morning. Large snowfall overnight and strong wind rises the danger to Considerable. Use caution on slopes recently loaded with wind slabs. Snow and wind is forecasted for the first part of the week, and we might see some instability in the new snow. Above treeline the snowpack is rather thin.
1;Fg3 (1);Fokksnø (1), Vedvarende svakt lag (1);Liten tilleggsbelastning (2);Dårlig binding mellom lag i fokksnøen (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Oppdatert tirsdag morgen. Generelt ustabile forhold. Mye nysnø og vind øker skredfaren i høyfjellet.;Updated tuesday morning. Large snowfall overnight rises the danger to considerable. There is a persistent weak layer buried in the snow cover that may be triggered by a skier or snowmobile. Wind slabs in the alpine may also cause avalanches.
1;Fg2 (1);Nysnøflak (1), Våte løssnøskred  (1);Liten tilleggsbelastning (1), Naturlig utløst (1);Nedføyket svakt lag med nysnø (1), Ubunden snø (1);Tørre flakskred (1), Våte løssnøskred  (1);Over mildværsgrensa kan det vere nysnøflak i leområder mot nord og aust. Under mildværsgrensa kan det gå våte skred.;Windslabs can form i lee areas to the north and east above 800 masl. Wet avalanches can occur below this.
2;Fg2 (2);Nysnøflak (2), Våte løssnøskred  (2);Liten tilleggsbelastning (2), Naturlig utløst (2);Nedføyket svakt lag med nysnø (2), Ubunden snø (2);Tørre flakskred (2), Våte løssnøskred  (2);Over mildværsgrensa kan vere nysnøflak i leområder mot nord og aust. Under mildværsgrensa kan det gå våte skred.;Windslabs can form i lee areas to the north and east above 900 masl. Wet avalanches can occur below this.
5;Fg3 (5);Nysnøflak (5), Vedvarende svakt lag (5);Liten tilleggsbelastning (5), Naturlig utløst (5);Nedføyket svakt lag med nysnø (5), Kantkornet snø under skarelag (5);Tørre flakskred (10);Polart lavtrykk gir kraftig vind og lokalt store nedbørmengder. Skred kan utløses både naturlig og av skiløper. Unngå alt skredterreng der det kommer mye snø.;High wind and lot of new snow will lead to a large amount of wind transported snow. Avoid all avalanche terrain in areas with heavy snowfall. Naturally triggered avalanches possible.
1;Fg3 (1);Våte flakskred (1), Nysnøflak (1);Naturlig utløst (1), Liten tilleggsbelastning (1);Opphopning av vann i/over lag i snødekket (1), Nedføyket svakt lag med nysnø (1);Våte flakskred (1), Tørre flakskred (1);Regn fører til økende skredfare. Gamle svake lag kan vekkes til live og øke faren for naturlig utløste skred. Ustabile flak med nysnø over mildværsgrensa.;Precipitation as rain leads to higher avalanche danger. A weak layer deep in the snow pack can now become more active. Avoid fresh stormslabs above the new snow line.
4;Fg3 (4);Våte flakskred (4), Våte løssnøskred  (4);Naturlig utløst (7), Liten tilleggsbelastning (1);Kantkornet snø under skarelag (4), Ubunden snø (4);Våte flakskred (4), Våte løssnøskred  (4);Regn og høye temperaturer første del av dagen gir en kortvarig økning av skredfaren. Vær oppmerksom på faren for skavlbrudd.;A persistant weak layer is present in the snow pack. Rain and high temperatures give higher risk of wet slab avalanches the first part of the day. Be aware of cornice falls.
2;Fg3 (2);Våte løssnøskred  (2), Vedvarende svakt lag (1), Våte flakskred (1);Naturlig utløst (3), Liten tilleggsbelastning (1);Kantkornet snø under skarelag (2), Ubunden snø (2);Våte løssnøskred  (2), Tørre flakskred (1), Våte flakskred (1);Regn og plussgrader kan gi naturlig utløste skred, det blir lettere å påvirke dype svake lag. Hold avstand til bratt terreng og utløpssoner.;Wet avalanches can release due to rain and high temperatures. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches. Remote triggering is possible. Keep good distance to avalanche terrain and run out zones for wet avalanches.
1;Fg3 (1);Våte løssnøskred  (1), Glideskred (1), Vedvarende svakt lag (1);Naturlig utløst (2), Stor tilleggsbelastning (1);Ubunden snø (1), Vann ved bakken/smelting fra bakken (1), Nedsnødd eller nedføyket kantkornet snø (1);Våte løssnøskred  (1), Våte flakskred (1), Tørre flakskred (1);Regn og varme temperaturer høyt til fjells gir økende risiko for våte løssnø-og flakskred mot kvelden. Vær også oppmerksom på faren for glideskred.;Rain and high temperatures gives higher risk of wet loose-snow and slab avalanches in the evening. Avoid potential release areas and runout areas for avalanches. It might be spots with fresh wind deposited snow at high altitude.
3;Fg2 (3);Våte løssnøskred  (3), Glideskred (3);Naturlig utløst (6);Ubunden snø (3), Vann ved bakken/smelting fra bakken (3);Våte løssnøskred  (3), Våte flakskred (3);Regn øker faren for våte skred utover kvelden/ natt til mandag. Unngå områder under glidesprekker.;Rain increases the danger of wet avalanches towards the evening. Avoid areas beneath visible gliding cracks. Full depth glide avalanches can occur.
2;Fg3 (2);Våte flakskred (2), Våte løssnøskred  (2), Nysnøflak (2);Naturlig utløst (4), Liten tilleggsbelastning (2);Kantkornet snø under skarelag (2), Ubunden snø (2), Nedføyket svakt lag med nysnø (2);Våte flakskred (2), Våte løssnøskred  (2), Tørre flakskred (2);Sammensatt situasjon med fersk fokksnø høyden, våt snø i lavlandet og forekomst av vedvarende svake lag nede i snødekket. Bruk erfaring og kunnskap ved veivalg!;Complex situation with heavy snowfall at high altitudes, wet snow in the lowlands and presence of weak layers in the snow pack. Use experience and knowledge in backcountry activities!
1;Fg3 (1);Nysnøflak (1), Vedvarende svakt lag (1), Våte løssnøskred  (1);Liten tilleggsbelastning (2), Naturlig utløst (1);Nedføyket svakt lag med nysnø (1), Nedsnødd eller nedføyket overflaterim (1), Ubunden snø (1);Tørre flakskred (2), Våte løssnøskred  (1);Sammensatt situasjon med fersk fokksnø høyfjellet, våt snø i lavlandet og forekomst av svakt rimlag nede i snødekket. Bruk erfaring og kunnskap ved veivalg!;Complex situation with heavy snowfall at high altitudes, wet snow in the lowlands and presence of weak layers of buried surface hoar in the snow pack. Use experience and knowledge in backcountry activities!
3;Fg3 (3);Våte flakskred (3), Nysnøflak (3), Våte løssnøskred  (3);Liten tilleggsbelastning (6), Naturlig utløst (3);Kantkornet snø under skarelag (3), Nedføyket svakt lag med nysnø (3), Ubunden snø (3);Våte flakskred (3), Tørre flakskred (3), Våte løssnøskred  (3);Sammensatt situasjon med vedvarende svake lag i snødekket, fokksnø i høyden, samt våt snø i lavlandet/sørvendte fjellsider.;Complex situation with presence of weak layers in the snowpack, wind slabs in the alpine and wet snow in the lowlands and southfacing slopes.
1;Fg2 (1);Vedvarende svakt lag (2);Liten tilleggsbelastning (1), Stor tilleggsbelastning (1);Nedsnødd eller nedføyket overflaterim (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Skredfaren er økende utover dagen. Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag i snødekket.;The avalanche danger is increasing during the day. Be careful in areas with wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow. Due to more snow north in the region, the avalanche danger is highest there.
2;Fg2 (2);Våte løssnøskred  (2), Våte flakskred (2);Naturlig utløst (4);Ubunden snø (2), Kantkornet snø under skarelag (2);Våte løssnøskred  (2), Våte flakskred (2);Skredfaren varierer i løpet av døgnet. Faren er størst i solvendte heng i høyden med fersk nysnø, og når dagen er på sitt varmeste.;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes in higher altitudes and during the day when the air temperature is highest.
7;Fg2 (7);Våte løssnøskred  (7), Fokksnø (2), Nysnøflak (2), Våte flakskred (1);Naturlig utløst (8), Stor tilleggsbelastning (3), Liten tilleggsbelastning (1);Ubunden snø (7), Nedføyket svakt lag med nysnø (4), Opphopning av vann i/over lag i snødekket (1);Våte løssnøskred  (7), Tørre flakskred (4), Våte flakskred (1);Skredfaren varierer i løpet av døgnet. Faren er størst i solvendte heng og når dagen er på sitt varmeste.;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and during the day when the air temperature is highest.
1;Fg2 (1);Våte løssnøskred  (1), Vedvarende svakt lag (1);Naturlig utløst (1), Stor tilleggsbelastning (1);Ubunden snø (1), Kantkornet snø under skarelag (1);Våte løssnøskred  (1), Tørre flakskred (1);Skredfaren varierer i løpet av døgnet. Faren er størst i solvendte heng og når dagen er på sitt varmeste. I høyden er fokksnø problemet.;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high. Higher up and where the snow is dry, windslab is the avalanche problem. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches
1;Fg3 (1);Fokksnø (1), Vedvarende svakt lag (1);Liten tilleggsbelastning (2);Nedføyket svakt lag med nysnø (1), Kantkornet snø over skarelag (1);Tørre flakskred (2);Skredfaren øker fra om ettermiddagen. Unngå leområder med fersk fokksnø. Det finnes vedvarende svake lag i snødekket.;Increasing avalanche risk during the afternoon and evening due to snowfall combined with SW strong breeze. Avoid areas with fresh wind deposited snow. A persistant weak layer of facets may be present in the snow pack.
